Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
9534,41,2.0,53.41007943012504,31.877028872465488,8.0,6,17.0,1984,0.175054867,B,B,36,10055,3,1117.1425855513307,1,0,B
5682,81,2.0,67.57557072998043,32.91770390461185,9.0,13,17.0,2010,0.006076152,B,B,30,5285,0,645.0,6,6,B
7165,31,2.0,47.89551283249981,27.49388148414318,5.0,4,5.0,1965,0.151346216,B,A,32,5889,10,830.0,4,1,B
4248,29,3.0,73.85431599323309,45.122852346577794,6.0,3,5.0,1957,0.069660344,B,B,31,6119,4,1117.1425855513307,1,2,B
15990,69,2.0,49.677334354453535,31.52547580016906,6.0,4,9.0,1973,0.000991363,B,B,33,6783,3,1117.1425855513307,1,9,B
1137,59,1.0,40.44674275711029,18.90466077231221,7.0,13,14.0,2012,0.309479124,B,B,35,7715,4,990.0,0,6,B
13193,12,2.0,53.312228326758095,33.794068031118044,8.0,3,14.0,1993,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
14536,1,3.0,79.66402295933614,79.49649361217331,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
12353,8,2.0,47.99857054753706,28.224887490834277,5.0,10,9.0,1969,0.43788524,B,B,23,5735,3,1084.0,0,5,B
9623,154,1.0,39.72081427403249,21.49834481317311,9.0,13,12.0,1970,0.460556389,B,B,20,4386,14,1117.1425855513307,1,5,B
13586,2,2.0,48.42090641333084,32.23997843000989,6.0,8,9.0,1970,0.309479124,B,B,35,7715,4,990.0,0,6,B
14691,13,3.0,74.35745648870353,46.16676743604632,10.0,6,10.0,1999,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
10577,23,3.0,64.69659095494735,36.68160287683257,1.0,4,3.0,1977,0.034656082,B,B,0,168,0,1117.1425855513307,0,0,B
15110,58,2.0,67.10410799490195,36.68160287683257,1.0,5,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
2692,57,3.0,83.23406252303208,52.21669183813178,10.0,10,14.0,2005,0.133215333,B,B,49,11395,3,1406.0,3,4,A
7132,12,1.0,41.98042970567937,21.98189159176192,8.0,10,12.0,1983,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
10106,46,1.0,40.21102816035786,22.73256113370068,10.0,7,22.0,1991,0.188783766,B,B,31,6137,4,1117.1425855513307,0,1,B
14641,27,2.0,60.56476624780491,36.68160287683257,9.0,13,19.0,2018,0.211401214,B,B,9,1892,0,1117.1425855513307,0,1,B
2003,8,2.0,44.68368246434741,28.31515388430829,5.0,4,9.0,1976,0.092290642,B,B,21,4346,2,165.0,1,2,B
14291,27,2.0,65.65985093990662,33.48381106685745,12.0,19,17.0,2014,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
153,67,3.0,64.38160695908242,44.71593166280484,6.0,11,12.0,1975,0.100455735,B,B,43,7227,0,1117.1425855513307,1,6,A
9952,7,2.0,45.61848681332035,29.896995034518923,5.0,4,5.0,1967,0.130617806,B,B,39,10418,9,900.0,1,9,B
3536,138,1.0,34.05937642895892,23.529305891997627,6.0,10,9.0,1973,0.195781053,B,B,23,5212,6,1117.1425855513307,3,2,B
13967,1,2.0,53.12751757171616,54.254344437528935,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
11394,70,3.0,63.25953830338325,41.0506290963445,7.0,12,14.0,1997,0.002211665,B,B,39,7614,3,1117.1425855513307,1,5,A
6607,0,1.0,34.78944991938816,19.943391410732428,5.0,6,5.0,1961,0.319809354,B,B,25,4756,16,2857.0,5,8,B
9415,74,1.0,47.65535875687625,36.68160287683257,1.0,3,1.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
16079,11,4.0,70.4699405505211,44.73090601596763,6.0,6,9.0,1970,0.0001696759999999,B,B,36,5992,0,1117.1425855513307,1,1,B
90,51,3.0,75.40175367063244,52.9875244464296,4.0,2,6.0,1931,0.015016892,B,B,17,3079,59,2890.0,0,8,B
14884,105,2.0,39.32173694575816,23.74546415005744,6.0,5,12.0,1971,0.040242764,B,B,25,3478,11,2729.0,3,1,B
15561,1,1.0,43.570333707682806,36.68160287683257,0.0,19,20.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
13336,125,2.0,46.43500506809298,29.11849079175792,6.0,7,9.0,1972,0.194489265,B,B,47,8004,3,125.0,3,5,B
12998,139,1.0,35.156709374129946,23.70640632778112,5.0,3,5.0,1964,0.122090347,B,B,29,6566,7,1894.0,4,0,B
3994,23,2.0,55.851231197044726,34.40533923023566,7.0,4,5.0,1986,0.014072961,B,B,2,475,0,1117.1425855513307,0,0,B
751,98,4.0,109.43579548944528,69.20268120843551,11.0,12,24.0,2000,0.089039719,B,B,33,7976,5,1117.1425855513307,0,11,B
1503,62,2.0,46.25205569839256,23.809926927165733,6.0,11,14.0,1975,0.002211665,B,B,39,7614,3,1117.1425855513307,1,5,A
9869,25,3.0,76.65524327999681,42.94073122236497,10.0,13,11.0,1998,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
8848,7,2.0,46.94882213068532,34.991728034968965,6.0,8,12.0,1976,0.130617806,B,B,39,10418,9,900.0,1,9,B
5219,90,3.0,60.50717158740928,42.660447467264994,5.0,5,5.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
12443,9,3.0,71.27490232906904,43.44001082750268,9.0,8,15.0,2011,0.161531741,B,B,25,5648,1,30.0,2,4,B
14320,27,1.0,39.449662718352,36.68160287683257,0.0,8,19.0,1977,0.211401214,B,B,9,1892,0,1117.1425855513307,0,1,B
1385,1,1.0,43.20107930599808,36.68160287683257,1.0,19,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
5553,22,3.0,80.68829375466234,36.68160287683257,1.0,7,1.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
10154,6,2.0,58.57156996945103,37.03341849996112,8.0,9,14.0,2010,0.243204519,B,B,5,1564,0,540.0,0,0,B
11689,52,1.0,43.93099502493726,36.68160287683257,1.0,16,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
13621,3,2.0,41.23555102490317,22.60174922595389,6.0,4,14.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
6923,57,1.0,36.65569602368351,24.84606339721732,6.0,5,9.0,1984,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9143,101,1.0,32.317149088811654,22.382247518340144,5.0,10,9.0,1967,0.225824954,A,B,41,6558,7,1548.0,3,2,B
3164,48,3.0,61.45009129290267,38.93004492410186,8.0,8,12.0,1982,0.041124634,B,B,46,9515,5,1117.1425855513307,1,10,B
237,9,3.0,66.23662567027885,46.52448325137861,6.0,4,9.0,1972,0.31019913,B,B,11,2748,1,1117.1425855513307,0,0,B
16681,58,3.0,77.69339520104248,46.77809647057576,10.0,10,14.0,1996,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
15787,105,1.0,27.15601893666372,16.243487881428102,5.0,5,5.0,1969,0.040242764,B,B,25,3478,11,2729.0,3,1,B
2797,67,3.0,66.82232441471817,47.27325325875746,7.0,5,12.0,1978,0.100455735,B,B,43,7227,0,1117.1425855513307,1,6,A
12876,27,2.0,54.49107181674717,33.587619525656585,9.0,5,17.0,2012,0.011654127,B,B,4,915,0,1117.1425855513307,0,0,B
5114,98,3.0,84.65158951178083,57.82056566658318,9.0,7,8.0,1963,0.195781053,B,B,23,5212,6,1117.1425855513307,3,2,B
1318,161,2.0,63.05582280028228,39.44425864541748,10.0,18,20.0,2013,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
14750,21,3.0,63.13385592665502,42.47025030554871,7.0,6,9.0,1974,0.194489265,B,B,47,8004,3,125.0,3,5,B
13931,138,2.0,43.69853923637347,26.41510393522152,5.0,4,5.0,1963,0.0,B,B,36,6714,2,2672.0,0,2,B
11143,7,2.0,43.92019171835752,26.5787616455314,7.0,12,12.0,1965,0.035145267,B,B,42,9292,3,2620.0,0,3,B
4221,166,2.0,68.5185614600764,45.37374689265626,9.0,5,7.0,1953,0.174739084,B,B,17,3379,9,100.0,0,3,B
10107,74,2.0,74.22431808264979,36.68160287683257,1.0,6,18.0,1977,0.309479124,B,B,35,7715,4,990.0,0,6,B
856,7,1.0,40.06169436663471,24.43070800126732,6.0,5,9.0,1973,0.130617806,B,B,39,10418,9,900.0,1,9,B
11440,13,1.0,32.0502126496853,21.05760207537216,6.0,5,9.0,1982,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
2179,45,2.0,44.70570284141712,30.631689018304414,5.0,7,5.0,1965,0.195781053,B,B,23,5212,6,1117.1425855513307,3,2,B
6995,2,3.0,78.03654971878008,47.78048972243412,10.0,8,17.0,1990,0.0,B,B,33,7425,1,1117.1425855513307,2,5,B
2105,64,2.0,45.49324016030646,32.02256473486102,6.0,4,9.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
7822,23,1.0,30.68826637736664,36.68160287683257,1.0,3,10.0,1977,0.034656082,B,B,0,168,0,1117.1425855513307,0,0,B
16208,132,1.0,68.15572730271272,49.10558076640324,7.0,3,16.0,1979,0.306977489,B,B,27,5148,14,1575.0,5,7,B
3418,167,2.0,59.8608444576791,40.01302971210984,9.0,4,6.0,1939,0.050272014,B,B,21,4231,14,1020.0,0,3,B
5816,8,2.0,46.1134724644221,33.406669594678405,5.0,6,5.0,1971,0.43788524,B,B,23,5735,3,1084.0,0,5,B
7390,156,2.0,52.81887681410856,34.616208430601624,9.0,12,17.0,2008,0.007658515,B,B,35,7077,56,2301.0,3,19,B
11742,2,2.0,50.60738502436462,32.947971069938504,6.0,2,12.0,1971,0.309479124,B,B,35,7715,4,990.0,0,6,B
4395,27,2.0,57.78778799180313,35.24606736399442,9.0,3,10.0,1997,0.041116354,B,B,53,14892,4,1117.1425855513307,1,4,B
9696,1,1.0,48.8352688217844,36.68160287683257,1.0,2,1.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
4224,27,1.0,41.441012773388735,38.0138876480582,10.0,5,20.0,1977,0.017647053,B,B,2,469,0,1117.1425855513307,0,0,B
15567,87,2.0,53.063084301863526,31.784614163021487,8.0,5,12.0,1980,0.100455735,B,B,43,7227,0,1117.1425855513307,1,6,A
3535,8,2.0,46.3381131114506,31.108219615275072,5.0,5,5.0,1966,0.458174486,B,A,26,4439,1,1130.0,1,5,B
1976,175,3.0,81.90175620308807,52.88740017979117,10.0,2,8.0,1962,0.037316452,B,B,32,6748,93,562.0,4,10,B
7295,1,2.0,62.76890540941108,61.244800401711295,0.0,10,22.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
15779,27,1.0,44.6401339369616,22.46237880643549,8.0,7,16.0,2017,0.017647053,B,B,2,469,0,1117.1425855513307,0,0,B
8324,144,3.0,58.60658596088757,47.25172081723557,5.0,4,5.0,1962,0.306977489,B,B,27,5148,14,1575.0,5,7,B
9398,58,2.0,70.99900775429991,36.68160287683257,17.0,13,15.0,2020,0.43788524,B,B,23,5735,3,1084.0,0,5,B
1804,27,1.0,38.91677817121075,36.68160287683257,0.0,11,17.0,1977,0.011654127,B,B,4,915,0,1117.1425855513307,0,0,B
10267,146,3.0,79.52575104137391,44.42647015174196,10.0,4,17.0,1993,0.236108458,B,B,16,3893,27,1117.1425855513307,3,10,B
10222,55,2.0,56.35612102337564,32.72022154882839,8.0,11,14.0,1991,0.041365446,B,B,31,5569,0,1117.1425855513307,1,4,B
7348,53,2.0,58.06402060019615,59.26992208417991,1.0,8,19.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
1645,29,1.0,33.3534948427487,22.370452430353648,5.0,4,5.0,1964,0.086885265,B,B,10,2277,2,1547.0,0,0,B
1768,6,1.0,41.68179051880485,36.68160287683257,1.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4284,171,2.0,48.93911849223606,32.35727383423777,6.0,7,9.0,1968,0.019508796,B,B,37,7687,11,176.0,5,5,B
7808,8,1.0,30.53997286082909,14.90298417418228,5.0,1,5.0,1967,0.458174486,B,A,26,4439,1,1130.0,1,5,B
3382,3,2.0,47.193251589009726,28.03635554949861,6.0,5,5.0,1968,0.050900058,B,B,43,10621,1,30.0,2,3,B
980,6,2.0,66.54226591945229,36.68160287683257,0.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6269,145,3.0,77.73784627391966,47.446026222326566,12.0,18,17.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B
3523,129,3.0,67.61170124713931,43.38604199460832,9.0,5,12.0,1969,0.051942062,B,B,17,4017,7,800.0,2,0,B
5464,93,2.0,70.48011132680861,68.61411012153626,12.0,9,17.0,2016,0.050900058,B,B,43,10621,1,30.0,2,3,B
68,42,2.0,67.07601253142803,32.00953479501489,11.0,16,24.0,2007,0.158249043,B,B,21,5731,0,1117.1425855513307,1,0,B
6917,57,3.0,63.58085474118582,43.920986586541176,6.0,7,12.0,1976,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9734,27,1.0,70.71696492104198,36.68160287683257,1.0,2,4.0,1977,0.07542368,B,B,11,3097,0,1117.1425855513307,0,0,B
8792,23,3.0,106.7295812787054,36.68160287683257,1.0,26,9.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
2250,1,2.0,56.86709900960975,33.75429833637623,8.0,9,14.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
11913,94,1.0,32.78569809935505,18.10442911434985,6.0,9,9.0,1975,0.282797669,B,B,33,8667,2,1117.1425855513307,0,6,B
16500,53,2.0,57.34800186938747,39.40149249779908,10.0,5,24.0,2018,0.049637257,B,B,34,7759,0,229.0,1,3,B
7903,22,3.0,65.5063187182316,42.11290215619179,8.0,12,12.0,1983,0.118537385,B,B,30,6207,1,1183.0,1,0,B
12526,6,2.0,64.00979631466471,68.50953909652075,12.0,14,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
8466,6,2.0,66.27001382580022,36.68160287683257,0.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10752,33,3.0,87.88829278477048,53.79977893629557,8.0,5,5.0,1958,0.051942062,B,B,17,4017,7,800.0,2,0,B
14811,58,1.0,41.05789525897194,36.68160287683257,1.0,17,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
16555,1,1.0,38.40776281943658,36.68160287683257,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
4133,93,1.0,45.45706585325193,21.20911704358317,10.0,13,14.0,2013,0.01131981,B,B,2,568,1,1117.1425855513307,0,0,B
6251,18,1.0,43.74482957400734,21.2705234941218,8.0,4,14.0,1988,0.0,B,B,30,5562,0,1117.1425855513307,0,5,A
10373,1,1.0,38.89771635355892,38.79296579690328,1.0,7,17.0,2018,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
5571,74,2.0,82.62546631216077,36.68160287683257,10.0,7,20.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
5944,32,1.0,34.50457486996727,20.67249878068262,7.0,6,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B
796,27,3.0,102.1100516978485,104.52573261389166,10.0,13,17.0,2017,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
11300,30,3.0,78.78533452941231,36.68160287683257,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1733,93,1.0,40.52656590700193,20.994750725794823,7.0,15,17.0,2003,0.521867054,B,B,25,6149,0,1117.1425855513307,0,0,B
10133,52,1.0,41.77548636490789,36.68160287683257,1.0,3,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
6929,12,3.0,81.85000518150925,45.896615288923634,10.0,8,14.0,1996,0.090799103,B,B,74,19083,2,1117.1425855513307,5,15,B
7990,161,3.0,78.68451988651363,47.87612552609425,10.0,18,17.0,1995,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
6560,9,3.0,79.08401924235541,1.298378838602511,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
16191,52,1.0,39.8334101825081,20.481255717382897,9.0,8,16.0,1986,0.371148999,B,B,34,7065,1,750.0,2,5,B
4879,124,2.0,61.7843477880356,39.05275010076326,9.0,6,9.0,1962,0.16909109,B,B,19,3856,10,1117.1425855513307,2,5,B
5514,9,3.0,88.87189525804499,36.68160287683257,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
12729,25,2.0,52.825522926486606,34.158729359199,8.0,15,17.0,1997,0.069753361,B,B,53,13670,4,1117.1425855513307,1,11,B
2139,53,2.0,58.32079768409543,36.68160287683257,1.0,18,1.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
13155,41,2.0,48.4407146464437,32.13878070944986,6.0,4,9.0,1979,0.394094211,B,B,3,662,0,35.0,0,0,B
12368,64,2.0,74.20020713519506,37.43975227026928,11.0,11,24.0,2003,0.135649789,B,B,46,7960,6,350.0,3,11,B
5859,46,1.0,33.00404344745182,19.34169240685324,6.0,8,12.0,1972,0.0,B,B,47,11319,0,1145.0,3,5,B
13888,60,1.0,33.519252927318256,22.906889430906983,5.0,4,9.0,1963,0.341071945,B,B,27,5664,48,2300.0,3,11,B
12953,170,3.0,82.43411452510243,53.30585522413501,8.0,14,14.0,1975,0.21843974,B,B,21,4472,6,1450.0,4,7,A
5094,67,2.0,58.616678285179006,44.267097254102566,5.0,7,9.0,1975,0.0077202819999999,B,B,38,4788,2,1117.1425855513307,0,4,B
2691,187,1.0,39.38972933150303,22.96778866761227,7.0,9,12.0,2000,0.041116354,B,B,53,14892,4,1117.1425855513307,1,4,B
2444,27,2.0,83.06079587516129,87.19113350190938,10.0,4,6.0,2014,0.07542368,B,B,11,3097,0,1117.1425855513307,0,0,B
8684,1,2.0,54.763380206480434,36.68160287683257,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
15790,27,1.0,48.31817010762891,36.68160287683257,1.0,4,1.0,2015,0.017647053,B,B,2,469,0,1117.1425855513307,0,0,B
1435,111,17.0,52.86610662396232,32.52834239691611,8.0,15,17.0,1987,0.093442564,B,B,23,4635,5,3300.0,2,4,B
12886,6,1.0,37.57881096670422,36.68160287683257,0.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10988,67,1.0,32.90998121937015,18.307198788505318,7.0,10,12.0,1978,0.100455735,B,B,43,7227,0,1117.1425855513307,1,6,A
1226,53,2.0,57.32888966738285,36.68160287683257,1.0,21,19.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
13369,2,1.0,38.74085186671215,20.62711109181366,9.0,3,12.0,1967,0.0,B,B,33,7425,1,1117.1425855513307,2,5,B
14459,27,1.0,47.80943210174076,47.777381898563135,1.0,14,1.0,1977,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
9108,127,1.0,38.18020308714488,16.554307939008208,9.0,5,9.0,1964,0.486245621,B,B,13,2514,19,1117.1425855513307,0,6,B
16154,6,2.0,67.10261059647395,61.7386738079794,1.0,7,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
9158,27,1.0,32.38584024360763,33.030973675405725,1.0,2,15.0,2015,0.211401214,B,B,9,1892,0,1117.1425855513307,0,1,B
10686,40,2.0,49.63912673136277,33.59330479506131,5.0,6,5.0,1962,0.210473241,B,B,11,2398,2,1994.0,3,0,B
12969,27,1.0,45.42293117687234,20.360873410249077,1.0,3,4.0,1977,0.01405792,B,B,1,290,0,1117.1425855513307,0,0,B
8880,18,2.0,59.33802441703175,36.676428118209095,10.0,6,17.0,1996,0.0,B,B,30,5562,0,1117.1425855513307,0,5,A
12735,99,2.0,54.48433771439975,52.49794185753584,9.0,3,12.0,1976,0.033493708,B,B,66,10573,1,1322.0,3,8,B
10696,129,2.0,59.03979088207815,35.38224226472132,8.0,7,8.0,1961,0.020741326,B,B,24,5613,5,1340.0,2,5,B
15961,2,2.0,46.58879978093204,31.53435311451487,5.0,6,5.0,1969,0.309479124,B,B,35,7715,4,990.0,0,6,B
8920,27,2.0,57.35262187723146,59.9157716608651,10.0,12,10.0,2016,0.072157581,B,B,2,629,1,1117.1425855513307,0,0,A
14959,1,2.0,64.11244079029989,1.1811391512455292,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
13023,30,2.0,65.71550395644876,36.68160287683257,1.0,1,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
16274,113,1.0,103.76343427522282,104.9269218097437,1.0,21,20.0,2014,0.050755569,B,B,24,5469,1,145.0,0,1,B
4426,21,2.0,41.5240252679048,24.69959506803997,5.0,4,14.0,1969,0.034331497,B,B,25,5487,3,1117.1425855513307,0,4,B
1985,10,2.0,45.44925461984497,27.5181837263328,6.0,4,12.0,1973,0.089039719,B,B,33,7976,5,1117.1425855513307,0,11,B
11066,1,3.0,89.61313913073826,60.4033648325584,10.0,11,22.0,2018,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
6339,8,1.0,42.72502375162371,20.4397494705691,7.0,2,14.0,2010,0.43788524,B,B,23,5735,3,1084.0,0,5,B
9924,0,3.0,58.07726557108423,39.10519794675711,5.0,4,5.0,1963,0.319809354,B,B,25,4756,16,2857.0,5,8,B
10455,1,1.0,43.80466236050791,42.73027201917908,1.0,10,17.0,2018,0.007122317,B,B,1,264,0,1117.1425855513307,0,1,B
10975,118,2.0,59.111711460305386,34.192309961403,8.0,8,10.0,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
11486,9,2.0,65.39794011931,67.99925089914224,1.0,8,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
10877,9,3.0,87.32609655242695,48.701134930089786,10.0,20,22.0,1988,0.136244425,B,B,11,2370,0,1117.1425855513307,0,1,B
15682,32,2.0,52.514735766145314,33.80702562498578,6.0,9,9.0,1977,0.135649789,B,B,46,7960,6,350.0,3,11,B
4646,6,2.0,72.2354862524815,36.68160287683257,0.0,24,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1474,74,1.0,48.03187756107896,36.68160287683257,0.0,7,0.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
12078,139,2.0,48.2706337160088,34.578522363463875,5.0,4,5.0,1962,0.122090347,B,B,29,6566,7,1894.0,4,0,B
6144,5,2.0,61.14035310533994,63.00213577797693,0.0,13,11.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B
16647,23,1.0,44.87318859002068,36.68160287683257,1.0,14,17.0,1977,0.075778755,B,B,6,1437,3,1117.1425855513307,0,2,B
13468,47,1.0,34.60549624733205,22.565666736260443,6.0,8,9.0,1969,0.298204575,B,B,16,4048,3,1117.1425855513307,1,3,B
11081,6,2.0,52.15121938772336,36.68160287683257,1.0,11,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
